lat, lon, stop_id, stop_name, usage
36.931553,-121.769249,1082,Freedom Blvd & Blanca Ln,5
36.933136,-121.771362,1083,Freedom Blvd & Davis Ave,21
36.935398,-121.773621,1084,Freedom Blvd & Green Valley Rd,7
36.937725,-121.776543,1086,Freedom Blvd & Airport Blvd (Freedom Centre),15
36.939388,-121.780052,1087,Freedom Blvd & Emme,1
36.939522,-121.779884,1088,Freedom Blvd & Compton Ter,13
36.944496,-121.787468,1089,Freedom Blvd & Bowker Rd,0
36.944565,-121.787308,1090,Freedom Blvd & Bowker Rd,7
36.919697,-121.783035,1091,S Green Valley Rd & Melwood,4
36.920185,-121.783089,1092,S Green Valley Rd & Melwood,2
36.923981,-121.780571,1093,S Green Valley Rd & Oakridge,0
36.928143,-121.778175,1094,S Green Valley Rd & Hope Dr (Kingdom Hall),0
36.930405,-121.776855,1095,S Green Valley Rd & Pennsylvania Dr,1
36.935593,-121.772751,1097,Green Valley Rd & Freedom Blvd,6
36.939835,-121.770195,1098,Green Valley Rd & Holohan Rd (The Towers),4
36.939571,-121.77005,1099,Green Valley Rd & Holohan Rd (The Towers),8
36.937897,-121.770973,1100,Green Valley Rd & Carnation Dr (Medical Plaza),3
36.946037,-121.766762,1101,Green Valley Rd & Amesti Rd,3
36.945976,-121.766525,1102,Green Valley Rd & Amesti Rd,0
36.948223,-121.765282,1103,Green Valley Rd & Behler Rd (Pinto Lake Pk),1
36.950825,-121.764969,1105,Green Valley Rd & Mello View Ln,2
36.951668,-121.764816,1106,Green Valley Rd & Minto Rd,0
36.958069,-121.764832,1109,Green Valley Rd & Trembly Ln,1
36.961384,-121.765038,1110,Green Valley Rd & Klassen Ln,11
36.961143,-121.764877,1111,Green Valley Rd & Klassen Ln,0
36.963707,-121.764847,1112,Green Valley Rd & Dalton Ln,0
36.963921,-121.76506,1113,Green Valley Rd & Rancho Todos Santos Rd,2
36.930271,-121.791168,1116,Hangar Way & Airport Blvd,1
36.924446,-121.784691,1118,Herman Ave (Rolling Hills Middle School),0
36.931274,-121.732437,1127,Lakeview Rd & Parkwood Dr,6
36.922462,-121.783279,1130,Kralj Dr & Lawrence Ave,0
36.9151,-121.763763,1136,Main & Rodriguez,2
36.915791,-121.767921,1137,Main & Auto Center Dr,0
36.91634,-121.771217,1139,Main & Pennsylvania Dr,19
36.917484,-121.776237,1141,Main & Clifford Ave,29
36.91724,-121.776535,1142,Main & Ohlone Pkwy,24
36.918545,-121.78241,1143,Main & S Green Valley Rd,50
36.918312,-121.782959,1144,Main & S Green Valley Rd,23
36.926193,-121.759125,1145,Martinelli & Brewington,0
36.927055,-121.755745,1147,Martinelli & Bronson,0
36.926243,-121.751091,1149,Martinelli & Washington,5
36.927223,-121.80043,1151,Manfre Rd & Larkin Valley Rd,0
36.933067,-121.798981,1152,Manfre Rd & Lucerne Ave,0
36.935547,-121.79834,1153,Manfre Rd (#222),0
36.93935,-121.797974,1154,Manfre Rd & Buena Vista Dr,0
36.911922,-121.762352,1177,Rodriguez & W 5th,6
36.913074,-121.764084,1179,Rodriguez & Ford,9
36.933208,-121.785034,1181,Airport Blvd & Ross Ave,1
36.925869,-121.785385,1182,Shady Oaks Dr & Anna,0
36.927441,-121.785362,1183,Shady Oaks Dr & Jeanette Way,0
36.929909,-121.78537,1185,Sunnyhills Dr & Shady Oaks Dr,1
36.921505,-121.741806,1191,Tuttle Ave & Cedar Dr,1
36.922249,-121.746529,1193,Tuttle Ave & E Lake Ave,4
36.969791,-121.904785,1209,Aptos Beach Dr & Marina Ave,1
36.979069,-121.953644,1216,Bay Ave & Capitola Ave,1
36.980904,-121.95549,1217,Bay Ave & Hill,1
36.962437,-122.034164,1219,Bay & Columbia (Garfield Park Village),5
36.962482,-122.033958,1220,Bay & Columbia (Garfield Park Village),46
36.963928,-122.036446,1222,Bay & Redwood,3
36.965504,-122.038521,1223,Bay & Seaside,13
36.965202,-122.038338,1224,Bay & Seaside,6
36.966209,-122.039833,1225,Bay & Mission (Bay View School),7
36.966919,-122.040604,1226,Bay & Mission,76
36.9683,-122.043312,1227,Bay & King,36
36.96941,-122.045906,1228,Bay & Escalona Dr,122
36.974297,-122.0504,1230,Bay Dr & Iowa Dr,126
36.973709,-122.05011,1231,Bay Dr & Nobel Dr,17
36.975456,-122.052437,1232,Bay Dr & Meder,28
37.125347,-122.122658,1236,Big Basin Way & Hwy 9,7
37.1306,-122.134613,1237,Big Basin Way & Boulder Brook Dr,0
37.124828,-122.12619,1238,Big Basin Way & Redwood Ave,1
37.135456,-122.1409,1239,Big Basin Way & Ridge Dr (Forest Pool),1
37.138317,-122.143929,1240,Big Basin Way (Brackenbrae Br),0
37.139378,-122.148872,1241,Big Basin Way & Acorn Dr,0
37.138859,-122.148087,1242,Big Basin Way & Acorn Dr,1
37.144855,-122.156685,1243,Big Basin Way & Fallen Leaf Dr,0
37.144703,-122.156837,1244,Big Basin Way & Fallen Leaf Dr,1
37.146034,-122.157898,1246,Big Basin Way & Jamison Creek Rd,1
37.153385,-122.161385,1247,Big Basin Way (Country Club),4
37.065868,-122.151726,1250,Bonny Doon Rd & Phillips Ranch Rd (Mc Henry Vnyd),1
37.052711,-122.160866,1251,Bonny Doon Rd (Country Estates Terrace),0
36.971329,-122.022049,1254,Broadway & Riverside Ave,0
36.972656,-122.019501,1255,Broadway & Clay,3
36.972805,-122.019524,1256,Broadway & Clay,0
36.973503,-122.017769,1257,Broadway & Ocean,3
36.974903,-122.012794,1258,Broadway & Pine,0
36.975063,-122.010559,1259,Broadway & Cayuga,0
36.975346,-122.00885,1260,Broadway & Seabright Ave,5
36.971954,-121.993874,1262,Brommer (Sorrento Oaks),0
36.972103,-121.993774,1263,Brommer & Captains Ct,0
36.971947,-121.989578,1265,Brommer & El Dorado Ave,0
36.972061,-121.989075,1266,Brommer & El Dorado Ave,1
36.971119,-121.985313,1267,Brommer & 17th Ave,0
36.971306,-121.98539,1269,Brommer & 17th Ave,9
36.981819,-121.952354,1285,Capitola Ave & Hill,0
36.984486,-121.951752,1287,Capitola Ave & Gary,0
36.979492,-121.992188,1288,Capitola Rd & 7th Ave,15
36.97905,-121.991577,1289,Capitola Rd & 7th Ave,9
36.977577,-121.988701,1290,Capitola Rd & El Dorado Ave,6
36.977852,-121.988724,1291,Capitola Rd & Jose Ave,10
36.975636,-121.982391,1293,Capitola Rd & 17th Ave,23
36.975834,-121.981972,1294,Capitola Rd & 17th Ave (Live Oak Senior Ctr),19
36.975285,-121.978172,1297,Capitola Rd & Woodrose Ave,1
36.975441,-121.976852,1298,Capitola Rd & Maciel Ave,4
36.973675,-121.974098,1299,Capitola Rd & 30th Ave,2
36.973789,-121.972603,1300,Capitola Rd & 30th Ave,5
36.973602,-121.970589,1301,Capitola Rd & Thompson Ave,0
36.973602,-121.966553,1302,Capitola Rd & 41st Ave,5
36.973621,-121.964485,1303,Capitola Rd & 41st Ave,1
36.973843,-121.963669,1304,Capitola Rd & 41st Ave,0
36.973618,-121.960815,1305,Capitola Rd & 44th Ave,1
36.973843,-121.961472,1306,Capitola Rd & 43rd Ave,0
36.973656,-121.958023,1307,Capitola Rd & 47th Ave,0
36.974327,-121.910355,1312,Center Ave & East,0
36.974442,-121.908646,1314,Center Ave & Santa Clara Ave,0
36.974503,-121.907295,1315,Center Ave & El Camino Del Mar,0
36.964104,-121.879417,1325,Clubhouse Dr & St Andrews Dr,0
36.967808,-121.883453,1328,Clubhouse Dr & Locke Dr,0
36.970222,-121.885704,1331,Clubhouse Dr & Los Altos Dr,0
36.972874,-121.887932,1332,Clubhouse Dr & Murray Ave,0
36.977638,-122.05368,1341,Bay & High (UCSC - Main Gate),127
36.981369,-122.051926,1342,Coolidge Dr & Hagar Ct  (UCSC - Lower Campus),51
36.984577,-122.032249,1344,Coral (Granite Rock),6
36.985153,-122.03083,1345,Coral & River,7
36.991112,-122.016518,1347,Emeline Complex,8
36.954601,-122.062317,1349,Delaware Ave & Shaffer (De Anza),6
36.954792,-122.057671,1350,Delaware Ave & Natural Bridges Dr,0
36.955643,-122.048012,1351,Delaware Ave & Swift,3
36.956249,-122.043053,1352,Delaware Ave & Almar Ave,8
36.956711,-122.040794,1353,Delaware Ave & Surfside,6
36.956913,-122.037956,1355,Delaware Ave & Woodrow Ave,1
36.957111,-122.037643,1356,Delaware Ave & Woodrow Ave,4
36.964195,-121.992393,1360,E Cliff Dr & 13th Ave,0
36.963562,-121.990685,1363,E Cliff Dr (East Cliff Village),8
36.963505,-121.991188,1364,E Cliff Dr & 15th Ave,3
36.967808,-121.999176,1372,Eaton & 5th Ave,2
36.985378,-122.018837,1379,Emeline Ave & Grant,1
36.985912,-122.018623,1380,Emeline Ave & Avalon,1
36.986755,-122.018532,1381,Emeline Ave & Button,0
36.988178,-122.01828,1382,Emeline Ave & Belmont,1
36.988522,-122.018066,1383,Emeline Ave & Fernside,0
36.991154,-122.017738,1384,Emeline Ave & Sutphen,1
36.982777,-122.062706,1385,Empire Grade (UCSC - Arboretum),4
36.988293,-122.068787,1386,Empire Grade & Heller Dr,0
37.005913,-122.07399,1387,Empire Grade (Waldorf School),0
37.026981,-122.099411,1388,Empire Grade & Smith Grade Rd,0
37.045361,-122.109467,1389,Empire Grade & Pineridge Rd,0
37.0457,-122.109734,1390,Empire Grade & Pineridge Rd,0
37.053997,-122.117096,1391,Empire Grade & McGivern Way,0
37.057629,-122.122879,1392,Empire Grade & Felton Empire Rd,0
37.057446,-122.122986,1393,Empire Grade & Felton Empire Rd,1
37.064621,-122.123215,1395,Empire Grade & Wild Iris Ln,0
37.066418,-122.122498,1396,Empire Grade & Feather Ln,0
37.06813,-122.123344,1397,Empire Grade & Sunlit Ln,0
37.073196,-122.129517,1398,Empire Grade & Granger Rd,0
37.074287,-122.130234,1399,Empire Grade & Rustic Ln,0
36.98671,-122.030769,1404,Encinal & River,0
36.955929,-122.04528,1408,Delaware Ave & Fair Ave,10
36.972557,-121.871498,1425,Freedom Blvd & Soquel Dr,13
36.972919,-121.870911,1426,Freedom Blvd & Soquel Dr,3
36.975254,-121.869881,1427,Freedom Blvd (Aptos High School),2
36.975643,-121.869362,1428,Freedom Blvd (Aptos High School),0
36.981274,-121.864647,1429,Freedom Blvd & Valencia Rd,2
36.981598,-121.86425,1430,Freedom Blvd & Valencia Rd,0
36.986607,-121.859665,1431,Freedom Blvd & McDonald Rd,0
36.98629,-121.859947,1432,Freedom Blvd & McDonald Rd,0
36.986561,-121.856277,1433,Freedom Blvd & Parkhurst Cir,11
36.986397,-121.856224,1434,Freedom Blvd & Parkhurst Cir,1
36.986664,-121.847649,1435,Freedom Blvd (#5620),0
36.986568,-121.847328,1436,Freedom Blvd (#5620),0
36.987724,-121.84227,1437,Freedom Blvd (#5310),3
36.987881,-121.838165,1439,Freedom Blvd & Day Valley Rd,2
36.987694,-121.837944,1440,Freedom Blvd & Day Valley Rd,0
36.980305,-121.828217,1441,Freedom Blvd & La Vida Dr,0
36.976585,-121.825348,1442,Freedom Blvd & Pleasant Valley Rd,0
36.976177,-121.825211,1443,Freedom Blvd & Willow Heights,2
36.970886,-121.819077,1444,Freedom Blvd & Eagle Ridge (Scott Park),5
36.970436,-121.818985,1445,Freedom Blvd & White Rd (Scott Park),3
36.964157,-121.809837,1446,Freedom Blvd & Corralitos Rd,12
36.963253,-121.809448,1447,Freedom Blvd & Corralitos Rd,2
36.960724,-121.806229,1448,Freedom Blvd (Manns Apples),0
36.960606,-121.806358,1449,Freedom Blvd (Manns Apples),1
36.947906,-121.790741,1450,Freedom Blvd (Rider Apples),0
36.948822,-121.792099,1451,Freedom Blvd (Rider Apples),1
36.946781,-121.789612,1452,Freedom Blvd (Filipino Community Center),2
36.946686,-121.789742,1453,Freedom Blvd (Filipino Community Center),0
36.976315,-122.025482,1457,River & Front,3
37.074276,-122.08252,1458,Glen Arbor Rd & Hermosa Ave,0
37.074192,-122.082664,1459,Glen Arbor Rd & Hermosa Ave,0
37.075436,-122.080383,1460,Glen Arbor Rd & Azalea Ave,1
37.075413,-122.080284,1461,Glen Arbor Rd & Azalea Ave,0
37.088444,-122.084755,1462,Glen Arbor Rd & Pine,0
37.078968,-122.077835,1463,Glen Arbor Rd & Quail Hollow Rd,0
37.081215,-122.077965,1465,Glen Arbor Rd & River,0
37.083786,-122.081886,1466,Glen Arbor Rd & Madrone Ave,1
37.08408,-122.082275,1467,Glen Arbor Rd & Madrone Ave,0
37.085506,-122.083244,1468,Glen Arbor Rd & Hillcrest Ave,0
37.086823,-122.08387,1470,Glen Arbor Rd & Locust,0
37.078354,-122.079124,1471,Glen Arbor Rd & Hihn Rd,1
37.078114,-122.079514,1472,Glen Arbor Rd & Hihn Rd,0
37.088734,-122.087883,1474,Glen Arbor Rd & Riverside Ave,2
37.052555,-122.072395,1492,Graham Hill Rd & Covered Bridge Rd N,26
36.985538,-122.021599,1499,Grant (Grant Park),0
36.991314,-122.054665,1501,Hagar Dr (UCSC - East Remote Parking),235
36.989944,-122.0672,1505,Heller Dr (UCSC - Oakes College),128
36.999287,-122.064552,1509,Heller Dr & McLaughlin Dr (UCSC - Kresge College),51
36.978645,-122.057823,1510,High & Western Dr,26
36.977596,-122.048607,1512,High & Moore,0
36.977859,-122.048325,1513,High & Moore,10
36.977737,-122.042374,1515,High & Laurent,12
36.977901,-122.033669,1516,High & Highland,14
36.976994,-122.032921,1517,Highland Ave & Escalona Dr,18
37.010872,-122.194145,1520,Hwy 1 & Davenport Ave (Cash Store),3
36.982559,-122.143456,1521,Hwy 1 & Coast Rd,66
37.05563,-122.075081,1527,Hwy 9 (#6519),1
37.058273,-122.077408,1529,Hwy 9 (Viking Cottages),0
37.06131,-122.080154,1530,Hwy 9 (SLV High School),3
37.061214,-122.080193,1531,Hwy 9 (SLV High School),4
37.065662,-122.079758,1532,Hwy 9 & El Solyo Heights Dr,4
37.066677,-122.079704,1533,Hwy 9 & El Solyo Heights Dr,2
37.069176,-122.083977,1534,Hwy 9 & Glen Lomond Ln,0
37.071644,-122.084068,1535,Hwy 9 & Sunnycroft Rd,4
37.079185,-122.083565,1536,Hwy 9 (Highlands Park),0
37.079517,-122.083397,1537,Hwy 9 (Highlands Park),0
37.080986,-122.084381,1538,Hwy 9 & Park Way,1
37.081261,-122.084435,1539,Hwy 9 & Shadowbrook Rd,0
37.087681,-122.08873,1541,Hwy 9 & Hillside Ave,4
37.087646,-122.088585,1542,Hwy 9 & Hillside Ave,0
37.089657,-122.089676,1543,Hwy 9 & Main,25
37.089844,-122.089813,1544,Hwy 9 & Main,6
37.09296,-122.09626,1547,Hwy 9 & Brown Gables Rd,0
37.09573,-122.09742,1548,Hwy 9 & California Dr,2
37.09549,-122.097122,1549,Hwy 9 & California Dr,0
37.099701,-122.100967,1550,Hwy 9 & Pike Rd,1
37.105839,-122.105988,1552,Hwy 9 & Western Ave,8
37.106651,-122.10656,1553,Hwy 9 & Larkspur,4
37.107697,-122.109261,1554,Hwy 9 & Clear Creek Rd,8
37.107861,-122.109627,1555,Hwy 9 & Pacific,2
37.111294,-122.11441,1556,Hwy 9 & Irwin Way,2
37.111439,-122.11422,1557,Hwy 9 & Irwin Way,2
37.116161,-122.120453,1558,Hwy 9 & River,9
37.116524,-122.120216,1559,Hwy 9 & River,1
37.120399,-122.120834,1560,Hwy 9 & Mountain,1
37.123093,-122.121696,1561,Hwy 9 & Lomond,29
37.133812,-122.125984,1564,Hwy 9 & Monaco Ln,0
37.138687,-122.129517,1565,Hwy 9 & Cresta Dr,1
37.152439,-122.134529,1567,Hwy 9 & Sequoia Rd,6
37.185116,-122.141586,1568,Hwy 9 & Ramona Dr,0
37.195713,-122.145607,1569,Hwy 9 & Sylvan Ave,0
36.999294,-122.020912,1570,Hwy 17 & Pasatiempo Dr,8
36.999645,-122.022064,1571,Hwy 17 & Pasatiempo Dr,4
36.963802,-122.000298,1585,5th Ave (Harbormaster),1
36.966976,-122.001083,1586,Lake Ave & Lago Ln,3
36.968449,-122.031158,1590,Laurel & Blackburn,3
36.968918,-122.02774,1591,Laurel & Center,309
36.999973,-122.062332,1615,McLaughlin Dr (UCSC - Science Hill),366
36.999924,-122.058319,1616,McLaughlin Dr (UCSC - College 9 & 10 / Health Ctr),466
36.999008,-122.055176,1617,McLaughlin Dr (UCSC - Crown & Merrill College),385
36.962132,-122.044601,1619,Mission & Miramar Dr (Almar Shopping Ctr),22
36.962399,-122.044502,1620,Mission & Miramar Dr (Almar Shopping Ctr),135
36.965111,-122.041534,1623,Mission & Palm (Palm Center),14
36.965073,-122.041832,1624,Mission & Olive,84
36.967289,-122.039131,1625,Mission & Trescony,9
36.96917,-122.037437,1629,Mission & Laurel,4
36.969028,-122.037788,1630,Mission & Laurel,81
36.970787,-122.036392,1631,Mission & Rigg,0
36.970921,-122.036552,1633,Mission & Otis,0
36.977268,-122.030281,1638,Mission & Sylvar,0
37.055664,-122.061325,1647,Mt Hermon Rd & Covenant Ln,0
37.053524,-122.039589,1648,Mt Hermon Rd & Conference Dr,0
37.054188,-122.039986,1649,Mt Hermon Rd & Conference Dr,0
37.04977,-122.036583,1650,Mt Hermon Rd & Quarry Rd,1
37.050823,-122.037148,1651,Mt Hermon Rd & Lockhart Gulch Rd,0
37.04565,-122.027496,1652,Mt Hermon Rd & Kings Village Rd,9
37.044693,-122.026665,1653,Mt Hermon Rd (Graham Plaza),17
37.042404,-122.024902,1654,Mt Hermon Rd & Whispering Pines Dr,0
36.967262,-122.007477,1658,Murray & Seabright Ave,0
36.979939,-122.02124,1664,Ocean & Water,58
36.980957,-122.02198,1665,Ocean & Blaine,1
36.98243,-122.022217,1666,Ocean & Hubbard,12
36.983929,-122.023132,1667,Ocean & Franklin,13
37.078445,-122.133873,1671,Pine Flat Rd & Empire Grade,0
37.078674,-122.133743,1672,Pine Flat Rd & Empire Grade,0
36.985016,-122.023018,1677,Plymouth & Ocean,1
37.15493,-122.133217,1678,Pool Dr & Hwy 9 (Mountain Store),11
36.962605,-121.987198,1681,Portola Dr & 18th Ave,2
36.962486,-121.983597,1682,Portola Dr & Clearwater Ct,2
36.962254,-121.984566,1683,Portola Dr & 21st Ave,0
36.962967,-121.980385,1685,Portola Dr & 24th Ave (Live Oak Library),4
36.963348,-121.974937,1686,Portola Dr & 26th Ave (Trailer Haven),3
36.963566,-121.973892,1687,Portola Dr & 30th Ave,1
36.963345,-121.972389,1688,Portola Dr & 30th Ave,5
36.963554,-121.971924,1690,Portola Dr & 35th Ave,6
36.963535,-121.968834,1692,Portola Dr & 37th Ave,10
36.963318,-121.968773,1693,Portola Dr & 37th Ave,5
36.968151,-121.901215,1703,Rio Del Mar Blvd & Kingsbury Dr,0
36.96909,-121.899513,1705,Rio Del Mar Blvd & Highland Dr,0
36.970234,-121.898155,1707,Rio Del Mar Blvd & Martin Dr,0
36.97105,-121.896011,1708,Rio Del Mar Blvd & Sumner Ave,0
36.971233,-121.891838,1710,Rio Del Mar Blvd & Palmer Ave,3
36.973217,-121.888908,1712,Rio Del Mar Blvd & Clubhouse Dr,0
36.976425,-122.025192,1713,River (River/Front Garage),39
36.97921,-122.027489,1714,River & N Pacific Ave,0
36.981705,-122.02919,1715,River & Josephine,0
36.988747,-122.030769,1717,River & Golf Club Dr (City Corp. Yard),0
37.044632,-122.023293,1731,Scotts Valley Dr & Bean Creek Rd (Middle School),2
37.045773,-122.021118,1733,Scotts Valley Dr & Blake Lane,0
37.048088,-122.017265,1734,Scotts Valley Dr & Civic Center Dr,1
37.048546,-122.016434,1735,Scotts Valley Dr & Disc Dr,8
37.052338,-122.013596,1738,Scotts Valley Dr & Dunslee Way,6
37.052372,-122.013931,1739,Scotts Valley Dr & Dunslee Way,0
37.055168,-122.012421,1740,Scotts Valley Dr & Frapwell Cir,2
37.058823,-122.010323,1741,Scotts Valley Dr & Victor Square,0
37.057503,-122.010796,1742,Scotts Valley Dr & Willis Rd,0
37.06012,-122.009262,1743,Scotts Valley Dr (#5437 Executive Center),3
37.059498,-122.009407,1744,Scotts Valley Dr & Victor Square,3
37.06155,-122.007301,1745,Scotts Valley Dr & Granite Creek Rd,10
37.046673,-122.019424,1748,Scotts Valley Dr & Terrace View Dr,1
37.046619,-122.018944,1749,Scotts Valley Dr & Oak Creek Blvd,2
36.967537,-122.007759,1750,Seabright Ave & Murray,6
36.968437,-122.008018,1751,Seabright Ave & Logan,1
36.968861,-122.007881,1752,Seabright Ave & Hall,4
36.9715,-122.00798,1754,Seabright Ave & Clinton,2
36.971386,-122.008125,1755,Seabright Ave & Clinton,10
36.973316,-122.008095,1756,Seabright Ave & Windham,0
36.974281,-122.00808,1757,Seabright Ave & Windsor,1
36.974442,-122.008301,1758,Seabright Ave & Windsor,2
36.952278,-121.873009,1775,Seascape Blvd & Vineyard Ct,0
36.951683,-121.869675,1777,Seascape Blvd & Dolphin Dr,0
36.973946,-122.020645,1781,Soquel Ave & Riverside Ave,4
36.974438,-122.019623,1782,Soquel Ave & Ocean,2
36.974598,-122.018517,1783,Soquel Ave & Ocean,32
36.976292,-122.017044,1784,Soquel Ave & Ocean View Dr (Branciforte Plaza),0
36.977913,-122.014389,1788,Soquel Ave & Pine,0
36.979103,-122.012108,1790,Soquel Ave & Benito Ave,0
36.978886,-122.012062,1791,Soquel Ave & Cayuga,4
36.979675,-122.01107,1792,Soquel Ave & Seabright Ave,3
36.98008,-122.00975,1793,Soquel Ave & Seabright Ave,7
36.980846,-122.008446,1794,Soquel Ave & Poplar Ave,8
36.981407,-122.00415,1795,Soquel Ave & Frederick,25
36.981586,-122.003937,1796,Soquel Ave & San Juan Ave,10
36.981316,-122.00206,1797,Soquel Ave & Hagemann Ave,13
36.981537,-122.001526,1798,Soquel Ave & Trevethan Ave,15
36.981796,-121.998512,1799,Soquel Ave & Park Way,10
36.981575,-121.998894,1800,Soquel Ave & Park Way,9
36.983223,-121.995224,1801,Soquel Ave & La Fonda Ave,1
36.982986,-121.995026,1802,Soquel Ave & La Fonda Ave,4
36.985233,-121.990616,1803,Soquel Ave & 7th Ave,6
36.985344,-121.989456,1804,Soquel Ave & 7th Ave,14
36.988644,-121.983345,1805,Soquel Dr (Dominican Hospital),19
36.988667,-121.982544,1806,Soquel Dr (Dominican Hospital),16
36.989185,-121.98101,1807,Soquel Dr & Mission Dr,9
36.988941,-121.980423,1808,Soquel Dr & Mission Dr,1
36.988811,-121.978905,1809,Soquel Dr & Thurber Ln,8
36.988235,-121.974579,1810,Soquel Dr & Winkle Ave,22
36.988003,-121.974335,1811,Soquel Dr & Winkle Ave,12
36.987942,-121.971016,1813,Soquel Dr & Dover Dr,3
36.987434,-121.968498,1814,Soquel Dr & Rodeo Gulch Rd,9
36.987656,-121.963936,1817,Soquel Dr & 41st Ave,17
36.987473,-121.964043,1818,Soquel Dr & 41st Ave,42
36.98764,-121.958481,1820,Soquel Dr & Daubenbiss Ave,9
36.987831,-121.958763,1821,Soquel Dr & Daubenbiss Ave,20
36.98893,-121.954857,1822,Soquel Dr & Main,6
36.988735,-121.954994,1823,Soquel Dr & Main,4
36.987358,-121.952431,1824,Soquel Dr & E Walnut,2
36.987072,-121.950851,1825,Soquel Dr & Capitola Ave,4
36.987335,-121.950958,1826,Soquel Dr & Capitola Ave,9
36.987637,-121.948311,1827,Soquel Dr & Browns Ln,3
36.987556,-121.94709,1828,Soquel Dr & Orchard,1
36.987823,-121.946442,1829,Soquel Dr & Fairway Dr,1
36.987709,-121.944557,1830,Soquel Dr & Silver Birch Ln,2
36.987965,-121.943474,1831,Soquel Dr & Cunnison Ln,6
36.987701,-121.940834,1832,Soquel Dr & Monterey Ave,1
36.988136,-121.93811,1833,Soquel Dr & Maplethorpe Ln,27
36.988773,-121.936668,1834,Soquel Dr & Park Ave,9
36.98864,-121.936417,1835,Soquel Dr & Park Ave,6
36.990021,-121.93235,1836,Soquel Dr & Willowbrook Ln,3
36.990124,-121.932785,1837,Soquel Dr & Merrill Rd,4
36.990547,-121.929962,1838,Soquel Dr & Porter Gulch Rd,6
36.988716,-121.925934,1839,Soquel Dr & Cabrillo College Dr,84
36.988106,-121.924599,1840,Soquel Dr & Cabrillo College Dr,46
36.987057,-121.920822,1841,Soquel Dr & Borregas Dr,0
36.985977,-121.918098,1842,Soquel Dr & Calabria,1
36.986355,-121.919319,1843,Soquel Dr & Vienna Dr (Mar Vista Elem),0
36.984833,-121.915833,1844,Soquel Dr & Mar Vista Dr,0
36.984703,-121.916023,1845,Soquel Dr & Mar Vista Dr,1
36.98251,-121.911064,1846,Soquel Dr & W Ledyard Way,0
36.981739,-121.910255,1847,Soquel Dr & W Ledyard Way,3
36.980453,-121.908997,1848,Soquel Dr & State Park Dr,13
36.980858,-121.908981,1849,Soquel Dr & E Ledyard Way (Aptos Library),21
36.978474,-121.907341,1850,Soquel Dr (Rancho Del Mar Center),10
